952$p,100$a,245$a,440$v,260$b,260$c,300$a,082$a,041$h,003,040$c),650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
LG032847,"Varghese, P.C.",Building Materials,,Prentice Hall of India,2005,267,624,eng,LGGRANT,LGGRANT,Civil Engineering,225,INR,09/03/2006,3441,BK,General Section,NFIC,APS,
LG032848,Selvam Manicka V.K.,Elements of Matrix and Stability analysis of Structures,,Khanna Publication Brothers,2005,1200,624,eng,LGGRANT,LGGRANT,Civil Engineering,230,INR,09/03/2006,3441,BK,General Section,NFIC,APS,
LG032849,Mcguire R.K.,Seismic Hazard and Risk Analysis,,EERI,2004,221,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,BK,General Section,NFIC,"Govt of India , New Delhi",
LG032850,Tucker Brain,Schools Safety and Security . Keeping Schools Safe in Earthquakes,,OECD,2006,242,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,BK,General Section,NFIC,"Govt of India , New Delhi",
LG032851,"Murty, C.V.R.","Earthquake Rebuilding in Gujrat , India",,EERI,2005,120,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,BK,General Section,NFIC,"Govt of India , New Delhi",
LG032852,"Murty, C.V.R.","The Great Sumatra Earthquake & indian Ocean Tsunami of December 26, 2004",,D.S.T.G.T.,2005,12,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,BK,General Section,NFIC,"Govt of India , New Delhi",
LG032853,EERI,"CD Annaotated Images From the Bhuj , India Earthquake of January 26, 2001",,EERI,2005,-,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,BK,General Section,NFIC,"Govt of India , New Delhi",
LG032854,EERI,"CD  Bhuj , India Republic Day January 26 2011 Earthquake Reconnaissance Report CD Version of 400 page Volumes",,EERI,2005,-,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,BK,General Section,NFIC,"Govt of India , New Delhi",
LG032855,Shuler,Bioprocess Engineering,,Prentice Hall of India,2005,553,570,eng,LGGRANT,LGGRANT,Biotechnolgy,325,INR,-,-,BK,General Section,NFIC,"Govt of India , New Delhi",
LG032857,"Poole Charles P,",Introduction to Nanotechnology,,John Wiley,2006,388,570,eng,LGGRANT,LGGRANT,Biotechnolgy,334.99,INR,03/06/2006,0234/06,BK,General Section,NFIC,Research Co.Book Centre,
LG032858,Tang Zikang,Nano Science and Technology : Novel Structures & Phenomena,,Taylor,2003,261,570,eng,LGGRANT,LGGRANT,Biotechnolgy,4379.71,INR,03/06/2006,0234/06,BK,General Section,NFIC,Research Co.Book Centre,
LG032859,"Mansoori , G.Ali",Principles of Nanotechnology,,World Scientific,2006,341,570,eng,LGGRANT,LGGRANT,Biotechnolgy,2313.6,INR,03/06/2006,0234/06,BK,General Section,NFIC,Research Co.Book Centre,
LG032862,Bolt Bruce A.,Earthquakes 5th Edition,,Freeman Co.,2004,378,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032863,Calvi/ Priestley M.J.H.,Seismic Design and Retrofit of Bridges,,John Wiley,1996,686,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032864,Paulay / Priestley,Seismic Design of reinforced Concrete and Masonary Building,,John Wiley,1992,744,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032865,Lee H.K. William,International Handbook of Earthquake and Engineering Seismology Part A,Vol-I,Academic Press,2002,933,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032866,Lee H.K. William,International Handbook of Earthquake and Engineering Seismology Part B,Vol-II,Academic Press,2002,1942,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032867,Tomazevic Miha,Earthquake Resistant Design of Masonary Building,,ICP,2000,268,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,,,BK,General Section,NFIC,NPEEE,
LG032868,Kappos A. J./ Penelis,Earthquake Resistant Concrete Structures,,E& F.N. Sponsor,1997,572,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032869,Kelly J.M./ Naeim F.,Design of Seismic Isolated Structures,,John Wiley,1999,289,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032870,Edinger / Krinitzsky,Fundamentals of Earthquake Resistant Construction,,Wiley,1993,298,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032871,"Lagorio , H.J.",Earthquakes : An architecture Guide to Non  Structures,,John Wiley,1990,312,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032872,"Nandy , D.R.",Geodynamics of North Eastern India and adjoining region,,ACB Pub,2001,209,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032873,"Hemmady , A.K.R.",Earthquakes,,National Book Trust india,1996,113,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032874,Japanese Society of C.E.,Dynamics Analysis & Earthquakes Resistant Design Vol-I,Vol-I,Oxford,1997,188,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032875,Japanese Society of C.E.,Dynamics Analysis & Earthquakes Resistant Design Vol-II,Vol-II,Oxford,2000,304,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032876,Japanese Society of C.E.,Dynamics Analysis & Earthquakes Resistant Design Vol-III,Vol-III,Oxford,2001,259,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032877,Krishna/ Chandra,Elements of Earthquake Engineering,,SAP,1994,259,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032878,Arya Anand S.,Masonary & Timer Structures in Earthquake Resistant Design,,Nemchand,1992,448,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032879,Mallick D.V.,Protection Against Earthquakes and Tsunamis,,SAP,2004,217,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032880,Farzad Naeim,The Seismic Design Handbook,,Springer,2001,830,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032881,BIS,Criteria for Earthquake Resistant Design of Structues ISO 1893 PIT :2002,,BIS,2002,39,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032882,BIS,Earthquake Resistant Design & Construction Of Building Code Of Practice IS :4326:1993,,BIS,1993,34,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032883,BIS,Improving Earthquake Resistance of Earthquake Building Guidelines IS 13827:1993,,BIS,1993,39,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032884,BIS,Improving Earthquake Resistance of Low strong Masonary Building Guidelines IS 13828:1993,,BIS,1993,11,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032885,BIS,Ductile Detailing For Reinforced Concrete Structures Subjected to Seismic Force IS 13920:1993,,BIS,1993,16,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,--,--,BK,General Section,NFIC,NPEEE,
LG032886,BIS,Repair and Seismic Strengthening of Building Guidelines IS 13935 :1993,,BIS,1993,22,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,28/06/1905,--,BK,General Section,NFIC,NPEEE,
LG032887,"Wang, W.L.",Nanowires and Nanobelts : Materials Properties & Devices -Vol -I,Vol-I,Kluwer Academic Pub,2003,475,624,eng,LGGRANT,LGGRANT,Civil Engineering,4117.43,INR,28/06/1905,0314,BK,General Section,NFIC,Research Co.Book Centre,
LG032888,"Wang, W.L.",Nanowires and Nanobelts : Materials Properties & Devices -Vol -II,Vol-II,Kluwer Academic Pub,2003,300,624,eng,LGGRANT,LGGRANT,Civil Engineering,3686.93,INR,26/11/2006,0314,BK,General Section,NFIC,Research Co.Book Centre,
LG032890,"Mazzolani , F.M. & Gioncu , V.",Seismic Resistant Steel Structures,,Springer,2000,399,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,12/03/2007,--,BK,General Section,NFIC,"NPEEE , IITD",
LG032891,"Gioncu , Victor & Mozzolani",Ductility of Seismic Resistant Steel Structures,,Spon Press,2002,694,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,12/03/2007,--,BK,General Section,NFIC,"NPEEE , IITD",
LG032892,Bozorgnia & Bertero V.V.,Earthquake Engineering From Engineering Seismology To Performance Based Engineering,,CRC,2004,976,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,12/03/2007,--,BK,General Section,NFIC,"NPEEE , IITD",
LG032893,"Craig Jv Roy R.& Kuroila Andrew J,",Fundamentals of Structural Dynamics,,Wiley,2006,728,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,12/03/2007,--,BK,General Section,NFIC,"NPEEE , IITD",
LG032894,Humar Jagmohan L.,Dynamics of Structures,,A.A. Balkema Publishers,2002,967,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,12/03/2007,--,BK,General Section,NFIC,"NPEEE , IITD",
LG032895,Hauskov Jens & Alguacil Geraroo,Instrumentation in Earthquake Seismology,,Springer,2006,358,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,12/03/2007,--,BK,General Section,NFIC,"NPEEE , IITD",
LG032896,Ambrose James & Vergun Omirity,Simplified Building Design for Windows and Earthquake Forces,,Wiley,1995,355,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,12/03/2007,--,BK,General Section,NFIC,"NPEEE , IITD",
LG032897,"Srivastava , H.N.",Earthquake Forcasting & Mitigation,,National Book Trust india,2004,344,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,12/03/2007,--,BK,General Section,NFIC,"NPEEE , IITD",
LG032898,Mukhopadhyay Madhuji,Structural Dynamics: Vibrartion & Systems,,ANE,2006,555,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,12/03/2007,--,BK,General Section,NFIC,"NPEEE , IITD",
LG032899,Housner G.W. & Jennings P.C.,Earthquake Design Criteria,,EERI,2003,127,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,12/03/2007,--,BK,General Section,NFIC,"NPEEE , IITk",
LG032900,Chopra Anil K.,Earthquake Dynamics of Structures & Primer,,EERI,2005,129,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,12/03/2007,--,BK,General Section,NFIC,"NPEEE , IITk",
LG032901,Bachman Hugo,"Seismic Conceptual Design of Buildings -Basic Principles For Engineers ,Architecture Building Owners and Authorities",,-,2003,84,720,eng,LGGRANT,LGGRANT,Architecture,0,INR,--,NPEE,BK,General Section,NFIC,"NPEEE , IITD",
LG032902,Bachman Hugo,"Seismic Conceptual Design of Buildings -Basic Principles For Engineers ,Architecture Building Owners and Authorities",,-,2003,84,720,eng,LGGRANT,LGGRANT,Architecture,0,INR,--,NPEE,BK,General Section,NFIC,"NPEEE , IITD",
LG032907,"Shahidehpour , Mom D",Communication & Control in Electric Power System,,Wiley,2003,534,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,9199,INR,28/09/2007,171,BK,General Section,NFIC,UBD,
LG032908,Deependra Prasad,New Architecture & Development of Indian Intbau,,,2007,339,720,eng,LGGRANT,LGGRANT,Architecture,2500,INR,,Registered Post,BK,General Section,NFIC,Intbau,
LG032909,Song Y.H./ Wang Y.F.,Operation of Market Oriented Power system,,Springer,2003,443,001.3,eng,LGGRANT,LGGRANT,Humanities,6761.9,INR,07/12/2007,256,BK,General Section,NFIC,UBD,
LG032911,Sharma/ Bedford,Hysteresis Machines,,India,2003,262,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,-,-,BK,General Section,NFIC,Complimentry Copy,
LG032913,Hubbard L.Ron,An Introduction to Scientology(DVD),,New Era,2007,-,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,BK,General Section,NFIC,New Era,
LG032932,Hubbard L.Ron,Dianetics : The Original Thesis,,New Era,2007,75,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,01/03/2009,175293,BK,General Section,NFIC,New Era,
LG032933,Hubbard L.Ron,Dianetics : The Evolution of a Science,,New Era,2007,89,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,01/03/2009,175293,BK,General Section,NFIC,New Era,
LG032934,Hubbard L.Ron,Dianetics : The Modern Sceince of Mental Health -I,Vol-I,New Era,2007,-,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,01/03/2009,175293,BK,General Section,NFIC,New Era,
LG032935,Hubbard L.Ron,Dianetics : The Modern Sceince of Mental Health -II,Vol-II,New Era,2007,-,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,01/03/2009,175293,BK,General Section,NFIC,New Era,
LG032936,Hubbard L.Ron,Dianetics : The Modern Sceince of Mental Health -III,Vol-III,New Era,2007,-,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,01/03/2009,175293,BK,General Section,NFIC,New Era,
LG032937,Hubbard L.Ron,Scietology : The Fundamental of Thought,,New Era,2007,87,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,01/03/2009,175293,BK,General Section,NFIC,New Era,
LG032938,Hubbard L.Ron,The Problems of Work,,New Era,2007,53,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,01/03/2009,175293,BK,General Section,NFIC,New Era,
LG032939,Hubbard L.Ron,Sceintology : A New Slant on Life,,New Era,2007,71,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,01/03/2009,175293,BK,General Section,NFIC,New Era,
LG032940,Hubbard L.Ron,The way To Happiness,,New Era,2007,81,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,01/03/2009,175293,BK,General Section,NFIC,New Era,
LG032941,Losantos Agata,Urban Landscape,,F.K.G.,2008,255,720,eng,LGGRANT,LGGRANT,Architecture,1800,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032942,Archiworld,Hotel - I,,Archiworld,2008,223,001.3,eng,LGGRANT,LGGRANT,Humanities,2110,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032943,Archiworld,Commerce,,Archiworld,2008,221,001.3,eng,LGGRANT,LGGRANT,Humanities,2110,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032944,Archiworld,Education,,Archiworld,2008,221,001.3,eng,LGGRANT,LGGRANT,Humanities,2110,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032945,Campos Cristian,Living in Small Space,,FKG,2008,271,001.3,eng,LGGRANT,LGGRANT,Humanities,1800,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032946,Brown David J.,Bridges,,Mitchell,2005,208,720,eng,LGGRANT,LGGRANT,Architecture,1805,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032947,Hunts,Tom Hunts Seconds Skech Book,,Archi Press,2003,203,001.3,eng,LGGRANT,LGGRANT,Humanities,2530,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032948,"Stuart, J.A. / Stern J.","Ely Jaques Kahn , Architect",,Norton Co.,2006,276,001.3,eng,LGGRANT,LGGRANT,Humanities,2814,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032949,Brampton Kenneth,Charles Correa,,Perennial Press,2006,271,720,eng,LGGRANT,LGGRANT,Architecture,1495,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032950,Bhopatkar / Shirole,Practical Building Construction,,Anjali Prakashan,2006,304,720,eng,LGGRANT,LGGRANT,Architecture,1000,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032951,Archiworld,Hotel-II,,Archiworld,2008,224,720,eng,LGGRANT,LGGRANT,Architecture,2110.53,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032952,Sza Lapaj Peter,Contemporary Architecture,,Elsevier,2005,275,720,eng,LGGRANT,LGGRANT,Architecture,2014.36,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032953,Badezimmer/ Praktische,Practical Ideas for Kitchens and Bathrooms,,FKG,2006,199,720,eng,LGGRANT,LGGRANT,Architecture,1800,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032954,Beri Pramod,Form Follows Feeling,,Anjali Prakashan,2009,321,720,eng,LGGRANT,LGGRANT,Architecture,1000,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032955,Quartino D.S.,SPA Beauty Health and Design,,FKG,2008,299,720,eng,LGGRANT,LGGRANT,Architecture,1800,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032956,SML,Top Houses,,SML,2009,288,720,eng,LGGRANT,LGGRANT,Architecture,2814,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032957,Taschen,Architecture in The 20th Century Vol-I,Vol-I,Taschen,2005,286,720,eng,LGGRANT,LGGRANT,Architecture,613.34,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032958,Taschen,Architecture in The 20th Century Vol-II,Vol-II,Taschen,2005,608,720,eng,LGGRANT,LGGRANT,Architecture,613.34,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032959,Thomas Derek,Architecture & the Urban Environment,,Arch.Press,2002,224,720,eng,LGGRANT,LGGRANT,Architecture,2624.06,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032960,Jones Will,New Residential Architecture,,NRA,2005,176,720,eng,LGGRANT,LGGRANT,Architecture,2422.39,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032961,Archiworld,Interior Space Living Room & Dinning Room,,Archiworld,2006,340,720,eng,LGGRANT,LGGRANT,Architecture,1500.8,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032962,Archiworld,Interior Space Room & Bathroom,,Archiworld,2006,285,720,eng,LGGRANT,LGGRANT,Architecture,1500.8,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032963,Archiworld,Interior Space Shop and Façade,,Archiworld,2006,285,720,eng,LGGRANT,LGGRANT,Architecture,1500.8,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032964,Spon Press,International Architecture Year book 7,,Spon Press,2000,256,720,eng,LGGRANT,LGGRANT,Architecture,2595,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032965,Canizares A.G.,Kindergardens : School & Play Grounds,,FKG,2008,255,720,eng,LGGRANT,LGGRANT,Architecture,1639.16,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032966,Kim Kyung,IA Interior Architecture Vol- 11,Vol-11,Archiworld,2004,155,720,eng,LGGRANT,LGGRANT,Architecture,1100,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032967,Associate G.L.,IA Interior Architecture Vol- 16,Vol-16,Archiworld,2006,177,720,eng,LGGRANT,LGGRANT,Architecture,1100,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032968,COL,Classics of Landscape Vol-I,Vol-I,-,2008,375,720,eng,LGGRANT,LGGRANT,Architecture,2147.5,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032969,COL,Classics of Landscape Vol-II,Vol-II,-,2008,337,720,eng,LGGRANT,LGGRANT,Architecture,2147.5,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032970,C3 Topic,C3 Topic : Public Space For Amusement,,C3 Pub. Co.,2009,265,720,eng,LGGRANT,LGGRANT,Architecture,2750,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032971,C3 Topic,C3 Topic : Apartments Today,,C3 Pub. Co.,2008,259,720,eng,LGGRANT,LGGRANT,Architecture,2750,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032972,C3 Topic,C3 Topic : Museum & Exhibition Space,,C3 Pub. Co.,2008,265,720,eng,LGGRANT,LGGRANT,Architecture,2750,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032973,C3 Topic,C3 Topic : Performing Arts Space & Faculty,,C3 Pub. Co.,2009,255,720,eng,LGGRANT,LGGRANT,Architecture,2750,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032974,C3 Topic,C3 Topic : Architecture For Public,,C3 Pub. Co.,2008,248,720,eng,LGGRANT,LGGRANT,Architecture,2750,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032975,Zhou Jingmin,Urban Housing Forms,,Elsevier,2005,254,720,eng,LGGRANT,LGGRANT,Architecture,2905.46,INR,01/06/2010,1101100009,BK,General Section,NFIC,Mehta Books,
LG032976,NIT Hamirpur,"Conference Proceeding : International Conference on Urbanism & Green Architecture Oct 30-31 , 2010",,NIT Hamirpur,2010,474,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,23/05/2011,Director Office,BK,General Section,NFIC,"NPEEE , IITD",
LG032977,"Prasad , S.",Advanced in Nanotechnology and Orygenies,,World Education,2010,192,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,27/01/2011,Director Office,BK,General Section,NFIC,"NPEEE , IITD",
LG032978,"Guha , P.K.",Maintenance and repairs of Buildings,,NCBA London,1995,345,720,eng,LGGRANT,LGGRANT,Architecture,0,INR,27/01/2011,Director Office,BK,General Section,NFIC,"NPEEE , IITD",
LG032979,"Sinha , N.C.",Elements of Structural Analysis,,NCBA,2011,1001,720,eng,LGGRANT,LGGRANT,Architecture,0,INR,27/01/2011,Director Office,BK,General Section,NFIC,"NPEEE , IITD",
LG032860,Entry Cancelled,Entry Cancelled,,,,,,eng,LGGRANT,LGGRANT,Entry Cancelled,,,,,BK,General Section,NFIC,,
LG032861,Entry Cancelled,Entry Cancelled,,,,,,eng,LGGRANT,LGGRANT,Entry Cancelled,,,,,BK,General Section,NFIC,,
LG032029,"Boylestad , R.L.& Nashelsky",Electronic Devices and Circuits Theory,,Prentice Hall of India,2000,950,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  Engineering,295,INR,15/03/2000,2539,BK,General Section,NFIC,APS,
LG032048,"Halsall , F.",Data Communication Computer Networks and open systems,,Awl Wesley,1999,907,004,eng,LGGRANT,LGGRANT,Computer Science,336.75,INR,15/03/2000,2540,BK,General Section,NFIC,APS,
LG032075,"Dubey ,G.K.",Electrical Drives,,Narosa,1998,394,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,145,INR,27/03/2000,25,BK,General Section,NFIC,NBH,
LG032082,"Vazirani , V.N.",Dictionary of Civil Engineering,,Oxford,1995,267,624,eng,LGGRANT,LGGRANT,Civil Engineering,145,INR,28/03/2000,2605,BK,General Section,NFIC,APS,
LG032090,"Arora , S.P.",Building Construction Technology,,Dhanpat Rai,1997,493,624,eng,LGGRANT,LGGRANT,Civil Engineering,110,INR,28/03/2000,2606,BK,General Section,NFIC,APS,
LG032362,"Proakis , J.G.",Digital Signal Processing,,Prentice Hall of India,2000,968,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,295,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032530,"Shrivastava, U.K.",Construction Planning and Management,,Galgotia Publication,2004,528,624,eng,LGGRANT,LGGRANT,Civil Engineering,170,INR,22/12/2004,2182,BK,General Section,NFIC,APS,
LG032794,"Rao , P.N.",CAD/ CAM,,Tata Mcgraw Hill,2004,735,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,260,INR,12/12/2005,337,BK,General Section,NFIC,UBD,
LG032418,Whitten,System Analysis & Design Methods,,Galgotia Publication,2000,724,004,eng,LGGRANT,LGGRANT,Computer Science,245,INR,29/09/2000,1615,Reference,Reference Section,NFIC,APS,
LG032422,"Ball,Bill",Teach Yourself Linux in 24 hours,,Tech Media,1999,574,004,eng,LGGRANT,LGGRANT,Computer Science,225,INR,29/09/2000,1615,Reference,Reference Section,NFIC,APS,
LG032426,mitchell Scott & james,Teach Yourself Active Server Pages 3.0 in 21 days,,Tech Media,2000,783,004,eng,LGGRANT,LGGRANT,Computer Science,195,INR,29/09/2000,1615,Reference,Reference Section,NFIC,APS,
LG032429,Kelley & pohl,A book on C,,Addision Wesley,1999,726,004,eng,LGGRANT,LGGRANT,Computer Science,275,INR,29/09/2000,1614,Reference,Reference Section,NFIC,APS,
LG032430,Spence,"Construction materials , methods & techniques",,Delmar,1998,1195,624,eng,LGGRANT,LGGRANT,Civil Engineering,1917.3,INR,29/09/2000,1614,Reference,Reference Section,NFIC,APS,
LG032501,Peurifoy/Schexnayder,Construction Planning Equipment and methods,,Tata Mcgraw Hill,2002,669,624,eng,LGGRANT,LGGRANT,Civil Engineering,275,INR,18/10/2004,2033,Reference,Reference Section,NFIC,APS,
LG032503,Neville A.M.,Concrete Technology,,Pearson Edu,2003,438,624,eng,LGGRANT,LGGRANT,Civil Engineering,275,INR,18/10/2004,2033,Reference,Reference Section,NFIC,APS,
LG032504,Wright/ Dixon,Highway Engineering,,Wiley,2004,677,624,eng,LGGRANT,LGGRANT,Civil Engineering,315,INR,18/10/2004,2033,Reference,Reference Section,NFIC,APS,
LG032510,"Coduto , D.P.",Geoetechnical Engineering,,Pearson Edu,2002,759,624,eng,LGGRANT,LGGRANT,Civil Engineering,295,INR,18/10/2004,2033,Reference,Reference Section,NFIC,APS,
LG032535,Satish chandra,Waste Materials used in Concrete Manufacturing,,SPD,2002,651,624,eng,LGGRANT,LGGRANT,Civil Engineering,550,INR,22/12/2004,2182,Reference,Reference Section,NFIC,APS,
LG032536,"Mehrotra, V.K.",Roller Compected Concrete Dams,,Standard Pub,2004,559,624,eng,LGGRANT,LGGRANT,Civil Engineering,450,INR,22/12/2004,2182,Reference,Reference Section,NFIC,APS,
LG032537,"Ramachandran, V.S.",Concrete Admixtures Handbook,,Standard Pub,2002,1153,624,eng,LGGRANT,LGGRANT,Civil Engineering,850,INR,22/12/2004,2182,Reference,Reference Section,NFIC,APS,
LG032538,Beri R.S.,A Better Building,,Orient Paprbook,1990,226,624,eng,LGGRANT,LGGRANT,Civil Engineering,100,INR,22/12/2004,2182,Reference,Reference Section,NFIC,APS,
LG032539,Dayaratnamp/ Rao,International Conference on Maintenance & Durability,,University Press,1997,420,624,eng,LGGRANT,LGGRANT,Civil Engineering,420,INR,22/12/2004,2182,Reference,Reference Section,NFIC,APS,
LG032540,Kurian Nianan P.,Design of Foundation Systems,,Narosa Delhi,2005,830,624,eng,LGGRANT,LGGRANT,Civil Engineering,495,INR,22/12/2004,2182,Reference,Reference Section,NFIC,APS,
LG032541,"Chitkara, K.K.",Construction Project Management,,Tata Mcgraw Hill,2004,558,624,eng,LGGRANT,LGGRANT,Civil Engineering,450,INR,22/12/2004,2183,Reference,Reference Section,NFIC,APS,
