Barcode,Author,title,Volume,Publisher,Copyright Year,Pages,Notification Number,language,stockhead,issueinglibrary,subject,price,currency,billdate,billnumber,bookcategory,section,booktype,SourceofPurchase,lostStatus
SC020315,"Sarwate, V.V.",Electromagnetic Fields & Waves,,New Age International,2006,457,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,3/19/2007,440,BK,General Section,NFIC,UBD,
SC020316,"Adby,P.R.",Applied Circuit Theory,,New Age International,2007,490,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,150,INR,3/19/2007,440,BK,General Section,NFIC,UBD,
SC020317,"Adby,P.R.",Applied Circuit Theory,,New Age International,2007,490,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,150,INR,3/19/2007,440,BK,General Section,NFIC,UBD,
SC020318,Satyam M.,Foundation of Electronic Devices,,New Age International,2002,581,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,220,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020319,Satyam M.,Foundation of Electronic Devices,,New Age International,2002,581,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,220,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020320,"Sharma, A.K",Semiconductor Electronics,,New Age International,2001,310,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,200,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020321,"Sharma, A.K",Semiconductor Electronics,,New Age International,2001,310,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,200,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020322,"De,Anuradha",Optical Fiber and Laser,,New Age International,2006,281,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,120,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020323,"De,Anuradha",Optical Fiber and Laser,,New Age International,2006,281,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,120,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020324,"Dukkipati,Rao V.",Analysis & Design of Control Systems  Using Matlab,,New Age International,2006,254,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,245,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020325,"Dukkipati,Rao V.",Analysis & Design of Control Systems  Using Matlab,,New Age International,2006,254,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,245,INR,3/19/2007,442,Reference,Reference Section,NFIC,UBD,
SC020326,"Aatre, V.K.",Networks Theory and Filter Design,,New Age International,2004,476,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020327,"Aatre, V.K.",Networks Theory and Filter Design,,New Age International,2004,476,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020328,"Sisodia,M.L.",Microwave Active Devices,,New Age International,2006,-,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020329,"Sisodia,M.L.",Microwave Active Devices,,New Age International,2006,-,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020330,"Chattopadhyay, D.",Electronics Fundamentals and Applications,,New Age International,2006,626,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020331,"Chattopadhyay, D.",Electronics Fundamentals and Applications,,New Age International,2006,626,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020332,"Das, A.",Line Communication Systems,,New Age International,2006,167,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,95,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020333,"Das, A.",Line Communication Systems,,New Age International,2006,167,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,95,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020334,"Kakani,S. L.",Electronics Theory and Application,,New Age International,2004,549,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,245,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020335,"Kakani,S. L.",Electronics Theory and Application,,New Age International,2004,549,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,245,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020336,"Padmanabhan, K.",Digital Signal Processing,,New Age International,2006,417,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020337,"Padmanabhan, K.",Digital Signal Processing,,New Age International,2006,417,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020338,"Chattopadhyay, D.",Foundation of Electronics,,New Age International,2006,456,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020339,"Chattopadhyay, D.",Foundation of Electronics,,New Age International,2006,456,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020340,"Gupta, S.C.",Circuits Analysis,,New Age International,2003,546,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,170,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020341,"Gupta, S.C.",Circuits Analysis,,New Age International,2003,546,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,170,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020342,"Gupta, R./Nagrath",Introduction To Systems,,New Age International,2005,551,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,250,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020343,"Gupat ,R./Nagrath",Introduction To Systems,,New Age International,2005,551,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,250,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020344,"Nakra, B.C.",Theory and Applications of Automatic Controls,,New Age International,2006,321,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020345,"Nakra, B.C.",Theory and Applications of Automatic Controls,,New Age International,2006,321,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020346,"Rajasree , Y.",Advanced Microprocessors,,New Age International,2006,328,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,170,INR,3/19/2007,442,BK,General Section,NFIC,UBD,3
SC020347,"Rajasree , Y.",Advanced Microprocessors,,New Age International,2006,328,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,170,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020348,"Krishnaswamy, K.",Industrial Instrumentation,,New Age International,2005,455,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,245,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020349,"Krishnaswamy, K.",Industrial Instrumentation,,New Age International,2005,455,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,245,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020350,"Gulati, R.R.",Composite Satellite & Cable Television,,New Age International,2006,400,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020351,"Gulati, R.R.",Composite Satellite & Cable Television,,New Age International,2006,400,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,442,BK,General Section,NFIC,UBD,
SC020352,"Kulshreshtha , D.C.",Electronics Devices & Circuits,,New Age International,2006,554,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020353,"Kulshreshtha , D.C.",Electronics Devices & Circuits,,New Age International,2006,554,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020354,Bansal . V.K,Design of Microprocessor Based System,,New Age International,2006,154,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,165,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020355,Bansal . V.K,Design of Microprocessor Based System,,New Age International,2006,154,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,165,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020356,"Bali, S.P.",Solid State Devices and Circuits,,New Age International,2005,375,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020357,"Bali, S.P.",Solid State Devices and Circuits,,New Age International,2005,375,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020358,"Maheshwari,P.",Electronic Components & Processes,,New Age International,2007,211,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,105,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020359,"Maheshwari ,P.",Electronic Components & Processes,,New Age International,2007,211,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,105,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020360,"Das, J.",Review of Digital Communication,,New Age International,2004,629,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,495,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020361,"Das ,J.",Review of Digital Communication,,New Age International,2004,629,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,495,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020362,"Tripathi, A.N.",Linear Systems Analysis,,New Age International,2005,309,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,200,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020363,"Tripathi, A.N.",Linear Systems Analysis,,New Age International,2005,309,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,200,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020364,"Theagarajan, R.",Microprocessor and Its Application,,New Age International,2007,394,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,200,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020365,"Theagarajan, R.",Microprocessor and Its Application,,New Age International,2007,394,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,200,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020366,"Raghuram, R.",Computer Simulation of Electronic Circuits,,Wiley,1991,246,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020367,"Raghuram, R.",Computer Simulation of Electronic Circuits,,Wiley,1991,246,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020368,"Sugandhi, K.K.",Thyristors Theory & Application,,New Age International,2005,316,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,185,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020369,"Sugandhi, K.K.",Thyristors Theory & Application,,New Age International,2005,316,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,185,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020370,Virendra Kumar,Digital Technology,,New Age International,2006,674,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,235,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020371,Virendra Kumar,Digital Technology,,New Age International,2006,674,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,235,INR,3/19/2007,443,Reference,Reference Section,NFIC,UBD,
SC020372,"Paul, P.J.",Electronic Devices and Circuits,,New Age International,2006,603,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,220,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020373,"Paul, P.J.",Electronic Devices and Circuits,,New Age International,2006,603,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,220,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020374,"Sarkar , C.K.",Optoelectronics and Fibre Optics Communication,,New Age International,2007,374,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,200,INR,3/19/2007,443,Reference,Reference Section,NFIC,UBD,
SC020375,"Sarkar , C.K.",Optoelectronics and Fibre Optics Communication,,New Age International,2007,374,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,200,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020376,"Singh ,B.P",Microelectronics Devices and Circuits,,New Age International,2001,388,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,200,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020377,"Singh, B.P.",Microelectronics Devices and Circuits,,New Age International,2001,388,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,200,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020378,"Sisodia,M.L.",Microwave Circuits and Passive Devices,,New Age International,2005,527,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020379,"Sisodia,M.L.",Microwave Circuits and Passive Devices,,New Age International,2005,527,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020380,"Sonde , B.S.",Introduction To System Design using Integrated circuits,,New Age International,2004,312,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020381,"Sonde , B.S.",Introduction To System Design using Integrated circuits,,New Age International,2004,312,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020382,"Xavier,S.P.E.",Electrical Circuit Analysis,,New Age International,2006,371,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020383,"Xavier,S.P.E.",Electrical Circuit Analysis,,New Age International,2006,371,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,3/19/2007,443,BK,General Section,NFIC,UBD,
SC020384,"Bhujade, M.R.",Parallel Computing,,New Age International,2007,198,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,150,INR,3/19/2007,444,BK,General Section,NFIC,UBD,
SC020385,"Bhujade, M.R.",Parallel Computing,,New Age International,2007,198,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,150,INR,3/19/2007,444,BK,General Section,NFIC,UBD,
SC020386,"Verma, A.R.",Crystallography Applied to Solid State Physics,,New Age International,2006,464,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,265,INR,3/19/2007,444,BK,General Section,NFIC,UBD,
SC020387,"Verma, A.R.",Crystallography Applied to Solid State Physics,,New Age International,2006,464,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,265,INR,3/19/2007,444,BK,General Section,NFIC,UBD,
SC020388,"Gulati, R.R.",Monochrome and Colour Television,,New Age International,2006,557,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,235,INR,3/19/2007,444,BK,General Section,NFIC,UBD,
SC020389,"Gulati, R.R.",Monochrome and Colour Television,,New Age International,2006,557,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,235,INR,3/19/2007,444,BK,General Section,NFIC,UBD,
SC020390,"Sinnott, R.K./Coulson",Chemical Engineering-VI,VI,BH,2004,1029,660,eng,SCGRANT,SCGRANT,Chemical Engineering,675,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020391,Backhurst/ Coulson,Chemical Engineering-II & III (manual),II & III,BH,2006,340,660,eng,SCGRANT,SCGRANT,Chemical Engineering,295,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020392,Backhurst/ Coulson,Chemical Engineering-II & III (manual),II & III,BH,2006,340,660,eng,SCGRANT,SCGRANT,Chemical Engineering,295,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020393,Backhurst/ Coulson,Chemical Engieering -I (Solutions),I,BH,2006,332,660,eng,SCGRANT,SCGRANT,Chemical Engineering,295,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020394,Backhurst/ Coulson,Chemical Engieering -I (Solutions),I,BH,2006,332,660,eng,SCGRANT,SCGRANT,Chemical Engineering,295,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020395,"Treybal, R.E.",Mass Transfer Operations,,Mcgrawhill,1980,784,660,eng,SCGRANT,SCGRANT,Chemical Engineering,770.55,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020396,"Treybal, R.E.",Mass Transfer Operations,,Mcgrawhill,1980,784,660,eng,SCGRANT,SCGRANT,Chemical Engineering,770.55,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020397,"Treybal, R.E.",Mass Transfer Operations,,Mcgrawhill,1980,784,660,eng,SCGRANT,SCGRANT,Chemical Engineering,770.55,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020398,"Treybal, R.E.",Mass Transfer Operations,,Mcgrawhill,1980,784,660,eng,SCGRANT,SCGRANT,Chemical Engineering,770.55,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020399,"Smith , J.M.",Chemical Engineering Kinetics,,Mcgrawhill,1981,676,660,eng,SCGRANT,SCGRANT,Chemical Engineering,770.55,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020400,"Smith , J.M.",Chemical Engineering Kinetics,,Mcgrawhill,1981,676,660,eng,SCGRANT,SCGRANT,Chemical Engineering,770.55,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020401,"Smith , J.M.",Chemical Engineering Kinetics,,Mcgrawhill,1981,676,660,eng,SCGRANT,SCGRANT,Chemical Engineering,770.55,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020402,"Fogler, H.Scott",Elements of Chemical Reaction Engineering,,Prentice Hall of India,2006,967,660,eng,SCGRANT,SCGRANT,Chemical Engineering,425,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020403,"Fogler, H.Scott",Elements of Chemical Reaction Engineering,i,Prentice Hall of India,2006,967,660,eng,SCGRANT,SCGRANT,Chemical Engineering,425,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020404,"Eckman ,D.P.",Industrial Instrumentation,,CBS,2004,396,660,eng,SCGRANT,SCGRANT,Chemical Engineering,110,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020405,"Eckman ,D.P.",Industrial Instrumentation,,CBS,2004,396,660,eng,SCGRANT,SCGRANT,Chemical Engineering,110,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020406,"Luyben, W.L",Process Modeling Simulation & Control For Chemical Engineers,,Mcgrawhill,1990,725,660,eng,SCGRANT,SCGRANT,Chemical Engineering,863.95,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020407,"Luyben, W.L",Process Modeling Simulation & Control For Chemical Engineers,,Mcgrawhill,1990,725,660,eng,SCGRANT,SCGRANT,Chemical Engineering,863.95,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020408,"Sarkar, Samir",Fuels and Combustion 2nd ed,,O.L,2005,340,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020409,"Sarkar ,Samir",Fuels and Combustion 2nd ed,,O.L,2005,340,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020410,"Coughanowr , D.R.",Process Systems Analysis and Control,,Mcgrawhill,1991,566,660,eng,SCGRANT,SCGRANT,Chemical Engineering,744.85,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020411,"Coughanowr , D.R.",Process Systems Analysis and Control,,Mcgrawhill,1991,566,660,eng,SCGRANT,SCGRANT,Chemical Engineering,744.85,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020412,"Austin, G.T.",Shrev's Chemical Process Industrial,,Mcgrawhill,1984,859,660,eng,SCGRANT,SCGRANT,Chemical Engineering,978.35,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020413,"Austin, G.T.",Shrev's Chemical Process Industrial,,Mcgrawhill,1984,859,660,eng,SCGRANT,SCGRANT,Chemical Engineering,978.35,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020414,"Stephanopoulos, G,",Chemical Process Control,,Pearson Education,2005,696,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020415,"Stephanopoulos, G,",Chemical Process Control,,Pearson Education,2005,696,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020416,"Stephanopoulos, G,",Chemical Process Control,,Pearson Education,2005,696,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020417,"Stephanopoulos, G,",Chemical Process Control,,Pearson Education,2005,696,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020418,"Stephanopoulos, G,",Chemical Process Control,,Pearson Education,2005,696,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020419,"Stephanopoulos, G,",Chemical Process Control,,Pearson Education,2005,696,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,3/21/2007,446,BK,General Section,NFIC,UBD,
SC020420,"Choudhary , S.K.H.",Material Science and Processes,,IBD,2003,603,660,eng,SCGRANT,SCGRANT,Chemical Engineering,150,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020421,"Choudhary , S.K.H.",Material Science and Processes,,IBD,2003,603,660,eng,SCGRANT,SCGRANT,Chemical Engineering,150,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020422,"Mccabe, W.L",Unit Operations of Chemical Engineering,,Mcgrawhill,2005,1040,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1211.85,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020423,"Mccabe, W.L",Unit Operations of Chemical Engineering,,Mcgrawhill,2005,1040,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1211.85,INR,3/21/2007,447,Reference,Reference Section,NFIC,UBD,
SC020424,"Palm , W.J",Introduction to MATLAB 7 For Engineers,,Mcgrawhill,2005,682,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1118.45,INR,3/21/2007,447,Reference,Reference Section,NFIC,UBD,
SC020425,"Kern , D.A.",Process Heat Transfer,,Tata McGraw Hill,2005,871,660,eng,SCGRANT,SCGRANT,Chemical Engineering,350,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020426,"Kern , D.A.",Process Heat Transfer,,Tata McGraw Hill,2005,871,660,eng,SCGRANT,SCGRANT,Chemical Engineering,350,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020427,"Kern , D.A.",Process Heat Transfer,,Tata McGraw Hill,2005,871,660,eng,SCGRANT,SCGRANT,Chemical Engineering,350,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020428,"Kern , D.A.",Process Heat Transfer,,Tata McGraw Hill,2005,871,660,eng,SCGRANT,SCGRANT,Chemical Engineering,350,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020429,"Kern , D.A.",Process Heat Transfer,,Tata McGraw Hill,2005,871,660,eng,SCGRANT,SCGRANT,Chemical Engineering,350,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020430,Bailey/Ollis,Biochemical Engineering Fundamentals,,Mcgrawhill,1986,984,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1025,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020431,Bailey/Ollis,Biochemical Engineering Fundamentals,,Mcgrawhill,1986,984,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1025,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020432,Bailey/Ollis,Biochemical Engineering Fundamentals,,Mcgrawhill,1986,984,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1025,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020433,Bailey/Ollis,Biochemical Engineering Fundamentals,,Mcgrawhill,1986,984,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1025,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020434,Bailey/Ollis,Biochemical Engineering Fundamentals,,Mcgrawhill,1986,984,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1025,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020435,"Bhattacharya, B.C.",Chemical Equipment Design,,CBS,2005,298,660,eng,SCGRANT,SCGRANT,Chemical Engineering,150,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020436,"Bhattacharya, B.C.",Chemical Equipment Design,,CBS,2005,298,660,eng,SCGRANT,SCGRANT,Chemical Engineering,150,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020437,"Bhattacharya, B.C.",Chemical Equipment Design,,CBS,2005,298,660,eng,SCGRANT,SCGRANT,Chemical Engineering,150,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020438,"Bhattacharya, B.C.",Chemical Equipment Design,,CBS,2005,298,660,eng,SCGRANT,SCGRANT,Chemical Engineering,150,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020439,"Bhatia, S.C.",Environmental Pollution & Control In Chemical Process Industries,,Khanna Publication,2005,1272,660,eng,SCGRANT,SCGRANT,Chemical Engineering,300,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020440,"Bhatia, S.C.",Environmental Pollution & Control In Chemical Process Industries,,Khanna Publication,2005,1272,660,eng,SCGRANT,SCGRANT,Chemical Engineering,300,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020441,"Bird, R.B./Stewart",Transport Phenomena,,Wiley,2006,895,660,eng,SCGRANT,SCGRANT,Chemical Engineering,380,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020442,"Bird, R.B./Stewart",Transport Phenomena,,Wiley,2006,895,660,eng,SCGRANT,SCGRANT,Chemical Engineering,380,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020443,"Bird, R.B./Stewart",Transport Phenomena,,Wiley,2006,895,660,eng,SCGRANT,SCGRANT,Chemical Engineering,380,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020444,"Bird, R.B./Stewart",Transport Phenomena,,Wiley,2006,895,660,eng,SCGRANT,SCGRANT,Chemical Engineering,380,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
SC020445,"Bird, R.B./Stewart",Transport Phenomena,,Wiley,2006,895,660,eng,SCGRANT,SCGRANT,Chemical Engineering,380,INR,3/21/2007,447,BK,General Section,NFIC,UBD,
